20 flow networks in flowNetworks2.txt.

** G1: |V|=100, V={0..99}
(u, v, weight) E = { 
      (25, 73,  16)
      (25, 75,  85)
      (25, 93,  77)
      (26, 11,  70)
      (26, 18,  41)
      (26, 19,  81)
      (26, 22,  94)
      (26, 23,  50)
      (26, 27,  38)
      (26, 29,   4)
      (26, 48,  79)
      (26, 63,  32)
      (26, 77,  64)
      (27, 26,   6)
      (27, 31,  88)
      (27, 46,  11)
      (27, 59,  64)
      (27, 62,  83)
      (27, 70,  67)
      (27, 89,  30)
      (28,  3,  86)
      (28, 19,  13)
      (28, 21,  78)
      (28, 31,  78)
      (28, 34,   0)
      (28, 41,  16)
      (28, 60,  19)
      (28, 65,  65)
      (28, 70,  13)
      (28, 77,  51)
      (28, 81,  10)
      (28, 84,  85)
      (28, 86,  16)
      (28, 95,  27)
      (29, 35,  96)
      (29, 45,  92)
      (29, 53,  38)
      (29, 55,  32)
      (29, 59,  61)
      (29, 70,  53)
      (29, 80,  43)
      (30,  8,  53)
      (30, 17,  47)
      (30, 20,  96)
      (30, 22,  89)
      (30, 41,  96)
      (30, 48,  19)
      (30, 49,  34)
      (30, 61,  48)
      (30, 77,  25)
      (30, 97,  64)
      (31,  6,  66)
      (31, 50,  53)
      (31, 51,  63)
      (31, 66,  16)
      (31, 74,  76)
      (31, 99,  97)
      (32, 12,  19)
      (32, 17,  35)
      (32, 23,  12)
      (32, 24,  88)
      (32, 34,  37)
      (32, 79,  15)
      (32, 81,  38)
      (32, 91,  20)
      (32, 96,  85)
      (33,  5,   5)
      (33, 13,   2)
      (33, 18,  14)
      (33, 22,   1)
      (33, 43,  88)
      (33, 52,  21)
      (33, 58,  83)
      (33, 75,   3)
      (33, 81,  47)
      (33, 83,  45)
      (33, 99,   9)
      (34,  8,  78)
      (34,  9,  20)
      (34, 16,  32)
      (34, 17,  51)
      (34, 24,   8)
      (34, 26,  55)
      (34, 27,   5)
      (34, 41,  13)
      (34, 46,  30)
      (34, 87,  76)
      (34, 89,  56)
      (35,  1,  90)
      (35, 16,  97)
      (35, 17,   0)
      (35, 21,  92)
      (35, 44,  13)
      (35, 47,  26)
      (35, 63,  34)
      (35, 64,  39)
      (35, 77,  32)
      (35, 78,  56)
      (35, 81,  25)
      (35, 89,  62)
      (35, 92,  71)
      (35, 93,  81)
      (36, 16,  51)
      (36, 17,   1)
      (36, 40,  65)
      (36, 43,  41)
      (36, 46,  58)
      (36, 52,  13)
      (36, 55,  75)
      (36, 63,  40)
      (36, 74,  73)
      (36, 75,  18)
      (36, 81,  27)
      (36, 87,  87)
      (36, 94,  57)
      (36, 96,  74)
      (37,  9,  23)
      (37, 10,   8)
      (37, 20,  34)
      (37, 38,  42)
      (37, 44,   9)
      (37, 50,  26)
      (37, 55,  84)
      (37, 56,   7)
      (37, 59,  92)
      (37, 63,  27)
      (37, 72,  86)
      (37, 80,  55)
      (37, 86,  62)
      (37, 89,  93)
      (37, 91,  63)
      (37, 93,  92)
      (38,  6,  43)
      (38, 46,  71)
      (38, 81,  36)
      (38, 89,  41)
      (38, 92,  88)
      (39,  2,  61)
      (39, 11,  31)
      (39, 15,  92)
      (39, 33,  72)
      (39, 64,  34)
      (39, 81,  34)
      (39, 85,  86)
      (40, 17,   9)
      (40, 21,  45)
      (40, 26,  10)
      (40, 28,  92)
      (40, 33,  54)
      (40, 36,  59)
      (40, 45,  75)
      (40, 51,  19)
      (40, 53,  21)
      (40, 55,  51)
      (40, 81,   8)
      (41,  6,  48)
      (41, 19,  78)
      (41, 22,  77)
      (41, 29,  74)
      (41, 32,  31)
      (41, 34,  58)
      (41, 38,  70)
      (41, 43,   5)
      (41, 67,   5)
      (41, 70,  91)
      (41, 76,  18)
      (41, 82,  65)
      (42, 11,  29)
      (42, 13,  11)
      (42, 33,  79)
      (42, 39,  24)
      (42, 45,  98)
      (42, 51,  48)
      (42, 65,  64)
      (42, 67,  43)
      (42, 78,  18)
      (42, 85,  79)
      (42, 86,  55)
      (43,  1,  45)
      (43, 14,  28)
      (43, 29,  30)
      (43, 41,  65)
      (43, 45,  51)
      (43, 57,  48)
      (43, 58,  17)
      (43, 72,  42)
      (43, 73,  35)
      (43, 84,  89)
      (43, 87,  92)
      (43, 93,  51)
      (44, 12,  66)
      (44, 19,  76)
      (44, 26,   2)
      (44, 29,  15)
      (44, 30,  87)
      (44, 37,   3)
      (44, 46,  96)
      (44, 56,  54)
      (44, 60,  29)
      (44, 77,   4)
      (44, 82,  77)
      (44, 86,  78)
      (44, 98,  17)
      (45,  4,  96)
      (45,  6,  45)
      (45, 14,   3)
      (45, 25,  29)
      (45, 30,  69)
      (45, 42,  94)
      (45, 44,  54)
      (45, 78,  58)
      (45, 79,  89)
      (45, 84,  59)
      (46, 14,  47)
      (46, 18,  27)
      (46, 33,  71)
      (46, 34,  98)
      (46, 40,  67)
      (46, 47,  21)
      (46, 79,   9)
      (46, 80,  72)
      (46, 83,  11)
      (46, 86,  85)
      (47,  7,  30)
      (47, 34,  75)
      (47, 45,  62)
      (47, 53,  98)
      (47, 56,  19)
      (47, 90,  75)
      (48, 12,  17)
      (48, 15,  82)
      (48, 16,   3)
      (48, 17,  56)
      (48, 19,  45)
      (48, 34,  35)
      (48, 66,  50)
      (48, 67,  46)
      (48, 88,  39)
      (48, 97,  28)
      (49, 31,  81)
      (49, 36,  58)
      (49, 66,  58)
      (49, 71,  33)
      (49, 72,  15)
      (49, 86,  22)
      (49, 91,  90)
      (49, 93,  37)
      (49, 96,   4)
      (50, 13,  33)
      (50, 17,  94)
      (50, 21,  34)
      (50, 25,   2)
      (50, 31,  28)
      (50, 68,  62)
      (50, 69,  82)
      (50, 79,  87)
      (51,  1,  15)
      (51, 31,  18)
      (51, 34,  37)
      (51, 41,  97)
      (51, 57,  16)
      (51, 94,  65)
      (52,  8,  60)
      (52, 18,  37)
      (52, 29,  68)
      (52, 36,  34)
      (52, 44,  88)
      (52, 47,  21)
      (52, 49,   8)
      (52, 55,  59)
      (52, 64,  24)
      (52, 69,  49)
      (52, 77,  80)
      (52, 80,   0)
      (52, 84,   8)
      (53,  3,  47)
      (53, 14,  56)
      (53, 15,  61)
      (53, 16,   6)
      (53, 19,  70)
      (53, 23,  10)
      (53, 26,  63)
      (53, 28,  93)
      (53, 29,  49)
      (53, 41,  22)
      (53, 68,  18)
      (53, 70,  35)
      (53, 77,  96)
      (53, 87,  50)
      (53, 92,   9)
      (53, 95,  91)
      (53, 96,  13)
      (54,  1,  49)
      (54, 13,  66)
      (54, 19,  51)
      (54, 24,  70)
      (54, 31,  28)
      (54, 59,  58)
      (54, 63,  96)
      (54, 66,  87)
      (54, 74,  53)
      (54, 77,  41)
      (54, 84,  10)
      (54, 86,  70)
      (54, 91,  57)
      (54, 93,  59)
      (54, 98,  98)
      (55,  1,  92)
      (55, 12,  37)
      (55, 22,  53)
      (55, 34,   8)
      (55, 65,  20)
      (55, 77,  32)
      (55, 82,  97)
      (55, 83,  70)
      (55, 92,  57)
      (56,  7,  23)
      (56, 10,  61)
      (56, 21,   6)
      (56, 26,  43)
      (56, 36,  84)
      (56, 43,  88)
      (56, 46,  98)
      (56, 58,  62)
      (56, 85,  33)
      (56, 97,  26)
      (57,  3,  80)
      (57,  8,  63)
      (57, 11,  52)
      (57, 21,  31)
      (57, 38,  72)
      (57, 41,  95)
      (57, 42,   8)
      (57, 50,  52)
      (57, 53,  93)
      (57, 72,  17)
      (57, 73,  97)
      (57, 82,  22)
      (57, 87,  93)
      (58, 12,  27)
      (58, 23,  93)
      (58, 24,  83)
      (58, 44,  57)
      (58, 59,  15)
      (58, 68,  22)
      (58, 70,  11)
      (58, 77,  16)
      (58, 94,  64)
      (59,  3,   3)
      (59, 14,   3)
      (59, 19,  84)
      (59, 20,  86)
      (59, 42,  97)
      (59, 51,  48)
      (59, 57,  95)
      (59, 69,  25)
      (59, 70,  20)
      (59, 91,  25)
      (59, 94,  94)
      (59, 95,  43)
      (60,  2,  80)
      (60, 23,  29)
      (60, 25,   0)
      (60, 32,  21)
      (60, 44,  72)
      (60, 47,  53)
      (60, 93,  78)
      (61,  5,  36)
      (61, 21,  69)
      (61, 26,  68)
      (61, 34,  76)
      (61, 68,  86)
      (61, 76,  95)
      (61, 87,  49)
      (62,  4,  74)
      (62, 21,  42)
      (62, 22,   9)
      (62, 28,  16)
      (62, 37,  54)
      (62, 40,  56)
      (62, 42,  43)
      (62, 49,  10)
      (62, 50,  91)
      (62, 54,  41)
      (62, 57,  30)
      (62, 59,  23)
      (62, 64,  58)
      (62, 84,  94)
      (62, 86,  40)
      (63,  6,  56)
      (63, 13,  24)
      (63, 15,  54)
      (63, 25,  22)
      (63, 41,  14)
      (63, 44,  88)
      (63, 50,  31)
      (63, 60,  40)
      (63, 62,  83)
      (63, 64,  62)
      (63, 71,   4)
      (63, 87,  78)
      (63, 94,  71)
      (64, 12,  95)
      (64, 38,  58)
      (64, 39,  69)
      (64, 43,  45)
      (64, 45,  80)
      (64, 61,  88)
      (64, 66,  90)
      (64, 69,  36)
      (64, 74,  69)
      (64, 85,  16)
      (64, 88,  86)
      (64, 91,  52)
      (65, 21,  23)
      (65, 24,  72)
      (65, 42,  24)
      (65, 43,  79)
      (65, 45,   6)
      (65, 73,  98)
      (65, 84,   7)
      (66, 14,  36)
      (66, 27,  82)
      (66, 51,  36)
      (66, 64,  60)
      (66, 75,  38)
      (66, 79,  45)
      (66, 88,  63)
      (66, 99,  24)
      (67,  1,  81)
      (67, 17,  17)
      (67, 42,  69)
      (67, 44,  78)
      (67, 51,   8)
      (67, 55,  76)
      (67, 71,  39)
      (67, 83,   4)
      (67, 99,  19)
      (68,  5,  82)
      (68,  8,  90)
      (68, 12,  75)
      (68, 27,  64)
      (68, 34,  37)
      (68, 79,  63)
      (68, 91,  94)
      (69,  7,  40)
      (69, 13,  21)
      (69, 14,  37)
      (69, 16,  23)
      (69, 18,  28)
      (69, 34,  19)
      (69, 42,  66)
      (69, 46,  14)
      (69, 47,  30)
      (69, 55,  83)
      (69, 64,  18)
      (69, 70,  36)
      (69, 74,  61)
      (69, 76,  14)
      (69, 79,  17)
      (69, 82,  79)
      (69, 98,  47)
      (69, 99,  89)
      (70,  8,  83)
      (70, 11,  84)
      (70, 12,  95)
      (70, 27,   6)
      (70, 41,  16)
      (70, 50,  38)
      (70, 61,  58)
      (70, 76,  41)
      (70, 79,  10)
      (70, 83,  29)
      (70, 95,  56)
      (71, 14,  25)
      (71, 17,  52)
      (71, 19,  48)
      (71, 24,  14)
      (71, 26,  12)
      (71, 27,  86)
      (71, 28,  51)
      (71, 65,  23)
      (71, 82,  36)
      (71, 87,  80)
      (72, 14,  83)
      (72, 24,  39)
      (72, 55,  89)
      (72, 79,  28)
      (72, 85,   5)
      (72, 95,  24)
      (72, 99,  98)
      (73, 14,   9)
      (73, 47,  33)
      (73, 68,  61)
      (73, 71,  12)
      (73, 96,   3)
      (74,  1,  79)
      (74,  8,   8)
      (74,  9,  23)
      (74, 11,  82)
      (74, 34,   5)
      (74, 52,  26)
      (74, 54,  30)
      (74, 72,  90)
      (74, 98,  30)
      (75,  1,  14)
      (75,  6,  10)
      (75, 52,  99)
      (75, 59,  77)
      (75, 60,  98)
      (75, 62,  13)
      (75, 68,   7)
      (75, 81,  75)
      (75, 88,  68)
      (75, 98,  94)
      (76, 15,  47)
      (76, 22,  16)
      (76, 29,  96)
      (76, 60,  11)
      (76, 72,  54)
      (76, 85,  14)
      (76, 87,  93)
      (76, 95,  34)
      (76, 96,  55)
      (77,  7,  89)
      (77,  8,  76)
      (77, 10,  95)
      (77, 19,  34)
      (77, 27,  50)
      (77, 36,  83)
      (77, 37,  11)
      (77, 43,  71)
      (77, 50,  20)
      (77, 52,  84)
      (77, 53,  39)
      (77, 72,  76)
      (77, 89,  31)
      (77, 93,  42)
      (78, 33,  39)
      (78, 34,  90)
      (78, 55,  72)
      (78, 64,  92)
      (79,  3,  50)
      (79,  4,   0)
      (79, 11,  77)
      (79, 23,  56)
      (79, 62,  46)
      (80,  1,  13)
      (80,  3,  53)
      (80,  4,  91)
      (80, 47,  51)
      (80, 54,  75)
      (80, 56,  11)
      (80, 71,  48)
      (80, 87,  15)
      (80, 90,  16)
      (80, 95,  12)
      (81,  6,  52)
      (81, 35,  49)
      (81, 47,  88)
      (81, 53,  97)
      (81, 60,  38)
      (81, 65,  76)
      (81, 69,   9)
      (81, 72,  15)
      (81, 83,  85)
      (81, 93,  28)
      (81, 97,  54)
      (82,  2,  13)
      (82,  7,  57)
      (82,  8,  10)
      (82,  9,  50)
      (82, 15,  46)
      (82, 16,  99)
      (82, 38,  99)
      (82, 57,  31)
      (82, 74,  23)
      (82, 93,  28)
      (82, 95,  25)
      (83, 18,  18)
      (83, 50,  28)
      (83, 60,  18)
      (83, 68,  51)
      (83, 69,  96)
      (83, 72,  65)
      (83, 77,  48)
      (83, 86,  72)
      (84,  5,  57)
      (84, 13,  41)
      (84, 17,  88)
      (84, 27,  47)
      (84, 35,  54)
      (84, 39,  81)
      (84, 44,  13)
      (84, 56,  26)
      (84, 62,  61)
      (84, 66,  69)
      (84, 67,  54)
      (84, 68,  70)
      (84, 85,  48)
      (84, 88,  57)
      (84, 95,  59)
      (85,  6,  41)
      (85, 15,  45)
      (85, 16,  72)
      (85, 24,  37)
      (85, 29,  98)
      (85, 39,  26)
      (85, 63,  86)
      (85, 66,   0)
      (85, 67,  32)
      (85, 68,  36)
      (85, 71,  41)
      (85, 74,  98)
      (85, 84,  96)
      (86,  2,   7)
      (86,  9,  77)
      (86, 21,   2)
      (86, 29,  12)
      (86, 68,  79)
      (86, 69,  69)
      (86, 70,  94)
      (86, 79,  45)
      (86, 92,  57)
      (86, 93,   7)
      (86, 94,  94)
      (86, 97,  45)
      (87, 12,  88)
      (87, 24,  86)
      (87, 26,  69)
      (87, 38,  41)
      (87, 59,  48)
      (87, 68,  53)
      (87, 76,  51)
      (87, 89,  61)
      (87, 94,  48)
      (87, 96,  61)
      (87, 98,  59)
      (88, 28,  46)
      (88, 37,  42)
      (88, 46,  66)
      (88, 53,  80)
      (88, 62,  75)
      (88, 66,  20)
      (89,  6,  41)
      (89,  7,  15)
      (89, 17,  13)
      (89, 18,  73)
      (89, 25,  78)
      (89, 29,  54)
      (89, 33,  62)
      (89, 35,  19)
      (89, 53,  52)
      (89, 56,  17)
      (89, 61,   8)
      (89, 70,  86)
      (89, 77,  67)
      (89, 86,   0)
      (89, 92,  69)
      (89, 95,  38)
      (89, 97,  38)
      (90, 25,  83)
      (90, 39,  88)
      (90, 40,  40)
      (90, 41,  26)
      (90, 42,  62)
      (90, 59,  46)
      (90, 62,  80)
      (90, 68,  33)
      (90, 71,  16)
      (90, 73,  98)
      (90, 85,  58)
      (90, 95,  21)
      (90, 99,  23)
      (91,  8,  98)
      (91, 11,  62)
      (91, 18,   2)
      (91, 20,  57)
      (91, 33,  94)
      (91, 41,  43)
      (91, 45,  72)
      (91, 47,  63)
      (91, 88,  67)
      (91, 96,  49)
      (91, 99,  34)
      (92,  3,  65)
      (92,  8,  39)
      (92, 22,  24)
      (92, 29,  91)
      (92, 33,  37)
      (92, 36,  12)
      (92, 41,  38)
      (92, 43,  60)
      (92, 50,  91)
      (92, 53,  24)
      (92, 55,  63)
      (92, 60,  48)
      (92, 71,  73)
      (92, 72,  96)
      (92, 73,  14)
      (92, 76,  37)
      (92, 94,  98)
      (93, 10,  23)
      (93, 11,  56)
      (93, 31,  85)
      (93, 39,  88)
      (93, 50,  81)
      (93, 84,   5)
      (93, 95,  53)
      (94, 22,  32)
      (94, 26,  96)
      (94, 39,  49)
      (94, 50,  36)
      (94, 71,  84)
      (94, 80,  35)
      (94, 81,  74)
      (94, 97,  52)
      (95,  7,  95)
      (95, 10,  40)
      (95, 24,  79)
      (95, 40,   9)
      (95, 46,  74)
      (95, 48,  11)
      (95, 52,   4)
      (95, 64,  98)
      (95, 70,  17)
      (95, 82,  30)
      (95, 88,  70)
      (95, 92,  20)
      (96, 14,  38)
      (96, 18,  28)
      (96, 29,  33)
      (96, 71,  91)
      (96, 74,  41)
      (97, 27,  19)
      (97, 38,  23)
      (97, 50,  15)
      (97, 60,  61)
      (97, 68,  46)
      (97, 73,  32)
      (97, 81,   8)
      (98,  8,  46)
      (98, 15,   8)
      (98, 30,  32)
      (98, 32,  18)
      (98, 34,  39)
      (98, 47,  68)
      (98, 61,  87)
      (98, 80,  90)
      (98, 89,  71) }
------------------------- 

** G3: |V|=100, V={0..99}
(u, v, weight) E = { 
      ( 0, 13,  55)
      ( 0, 35,  92)
      ( 0, 38,  57)
      ( 0, 48,  51)
      ( 0, 51,  19)
      ( 0, 57,  30)
      ( 0, 61,  79)
      ( 0, 68,  28)
      ( 0, 69,  28)
      ( 0, 72,  30)
      ( 0, 79,  95)
      ( 0, 83,  18)
      ( 0, 85,  61)
      ( 0, 86,  41)
      ( 0, 91,  95)
      ( 1,  4,  76)
      ( 1, 24,  94)
      ( 1, 29,  53)
      ( 1, 35,  67)
      ( 1, 45,  29)
      ( 1, 65,  13)
      ( 1, 67,  23)
      ( 1, 69,  87)
      ( 1, 73,   1)
      ( 1, 74,  60)
      ( 1, 90,  63)
      ( 2,  1,  63)
      ( 2,  7,  38)
      ( 2, 26,  91)
      ( 2, 39,  50)
      ( 2, 44,  24)
      ( 2, 69,  60)
      ( 2, 77,  31)
      ( 2, 81,  21)
      ( 2, 88,  98)
      ( 3,  4,  65)
      ( 3,  7,  46)
      ( 3,  9,  53)
      ( 3, 15,  64)
      ( 3, 39,  24)
      ( 3, 40,   9)
      ( 3, 41,   3)
      ( 3, 44,  83)
      ( 3, 46,  95)
      ( 3, 57,  16)
      ( 3, 68,  24)
      ( 3, 73,  11)
      ( 3, 77,   7)
      ( 3, 78,  78)
      ( 3, 79,   1)
      ( 3, 81,  29)
      ( 3, 82,  47)
      ( 4, 22,  16)
      ( 4, 30,  84)
      ( 4, 41,  18)
      ( 4, 42,  10)
      ( 4, 43,  23)
      ( 4, 54,  50)
      ( 5,  4,  83)
      ( 5, 20,  47)
      ( 5, 23,  58)
      ( 5, 36,  74)
      ( 5, 54,  61)
      ( 5, 67,  59)
      ( 5, 86,  37)
      ( 5, 99,  14)
      ( 6,  8,  59)
      ( 6, 16,  61)
      ( 6, 19,  80)
      ( 6, 33,  67)
      ( 6, 37,  35)
      ( 6, 38,  70)
      ( 6, 39,  21)
      ( 6, 44,   4)
      ( 6, 67,  36)
      ( 6, 73,  56)
      ( 6, 78,  93)
      ( 6, 83,  16)
      ( 6, 97,  29)
      ( 7, 24,  34)
      ( 7, 25,  25)
      ( 7, 47,  16)
      ( 7, 48,   0)
      ( 7, 52,  20)
      ( 8,  2,  83)
      ( 8,  5,  83)
      ( 8, 13,  76)
      ( 8, 30,  46)
      ( 8, 32,  25)
      ( 8, 37,  26)
      ( 8, 67,   0)
      ( 8, 96,   6)
      ( 9,  7,  57)
      ( 9, 20,  21)
      ( 9, 25,  67)
      ( 9, 56,  40)
      ( 9, 58,  42)
      ( 9, 90,  17)
      ( 9, 97,  19)
      (10,  3,  52)
      (10, 17,  92)
      (10, 26,  62)
      (10, 35,   0)
      (10, 38,  82)
      (10, 43,  84)
      (10, 77,  43)
      (10, 86,  21)
      (11,  8,  64)
      (11, 32,  15)
      (11, 68,  78)
      (11, 74,  22)
      (11, 81,  46)
      (11, 82,  61)
      (11, 85,  28)
      (12,  8,  30)
      (12, 10,  89)
      (12, 27,  14)
      (12, 30,  30)
      (12, 31,  80)
      (12, 44,  63)
      (12, 52,  10)
      (12, 64,  40)
      (12, 78,  99)
      (12, 79,  11)
      (12, 86,  84)
      (13, 12,  80)
      (13, 24,  26)
      (13, 41,  23)
      (13, 51,  89)
      (13, 55,  61)
      (13, 56,  82)
      (13, 68,  48)
      (13, 76,  10)
      (13, 78,  74)
      (13, 81,  76)
      (13, 85,   3)
      (13, 95,  27)
      (13, 96,  75)
      (13, 98,  62)
      (14, 22,  63)
      (14, 35,  33)
      (14, 37,  14)
      (14, 40,  34)
      (14, 45,  81)
      (14, 47,  32)
      (14, 50,  16)
      (14, 72,  72)
      (14, 81,  63)
      (14, 92,  11)
      (15, 23,   4)
      (15, 60,  50)
      (15, 72,  24)
      (15, 73,  69)
      (15, 74,  96)
      (15, 85,  52)
      (16, 12,   7)
      (16, 15,  54)
      (16, 19,  23)
      (16, 23,  77)
      (16, 34,  88)
      (16, 53,  74)
      (16, 56,  64)
      (16, 99,  15)
      (17, 15,  70)
      (17, 28,  24)
      (17, 33,  52)
      (17, 44,  56)
      (17, 47,   1)
      (17, 54,  17)
      (17, 55,  94)
      (17, 59,  34)
      (17, 71,  34)
      (17, 84,  41)
      (17, 91,   9)
      (17, 96,  62)
      (18,  5,  69)
      (18,  6,  29)
      (18, 10,  68)
      (18, 12,  48)
      (18, 14,  71)
      (18, 19,  29)
      (18, 43,  77)
      (18, 44,  71)
      (18, 54,  89)
      (18, 56,  19)
      (18, 57,  38)
      (18, 59,  18)
      (18, 64,  93)
      (18, 65,  49)
      (18, 75,  55)
      (18, 95,  45)
      (19,  7,  68)
      (19, 11,  66)
      (19, 13,  48)
      (19, 14,  27)
      (19, 18,  83)
      (19, 29,  95)
      (19, 32,  24)
      (19, 38,  17)
      (19, 43,  10)
      (19, 49,  86)
      (19, 77,  88)
      (19, 86,  38)
      (19, 88,  98)
      (19, 89,  87)
      (19, 91,  71)
      (20,  4,  26)
      (20, 19,  87)
      (20, 28,  86)
      (20, 30,  83)
      (20, 45,   3)
      (20, 73,  64)
      (20, 86,  84)
      (21,  1,  29)
      (21,  2,  95)
      (21, 28,  36)
      (21, 31,  38)
      (21, 41,   8)
      (21, 80,  13)
      (21, 95,  70)
      (22,  3,  17)
      (22, 23,   8)
      (22, 28,  12)
      (22, 51,  15)
      (22, 59,  55)
      (22, 60,  82)
      (22, 76,  94)
      (22, 84,  25)
      (22, 85,  30)
      (22, 87,  79)
      (23,  2,  66)
      (23, 17,  26)
      (23, 21,  94)
      (23, 24,  12)
      (23, 53,  66)
      (23, 62,  76)
      (23, 93,  85)
      (23, 99,  12)
      (24, 52,  46)
      (24, 59,  59)
      (24, 65,  37)
      (24, 74,  58)
      (24, 78,  25)
      (25, 10,  55)
      (25, 16,  37)
      (25, 19,  25)
      (25, 29,  65)
      (25, 43,  65)
      (25, 44,  22)
      (25, 47,  95)
      (25, 52,  39)
      (25, 63,  19)
      (25, 75,  33)
      (25, 79,  19)
      (25, 86,  22)
      (26,  1,  99)
      (26, 36,  33)
      (26, 38,  72)
      (26, 58,  18)
      (26, 65,  79)
      (26, 68,  48)
      (26, 81,  12)
      (26, 84,   7)
      (27,  4,  25)
      (27,  6,   8)
      (27, 13,  70)
      (27, 16,  90)
